price,bedroom,bathroom,area(sqft),country,city,address,propert_type,purpose,furnishing,completion_status,handover,project_name
"2,600,000",1 bed,1 bath,762 sqft, UAE, Dubai, Za'abeel,Apartment,Sale,Unfurnished,Off-Plan,Q3 2029,Address Residences Zabeel Tower 2
"2,308,000",1 bed,2 baths,749 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"14,900,000",10 beds,10 baths,"8,073 sqft", UAE, Dubai, Liwan 2,Residential Building,Sale,Unfurnished,Ready,Q4 2029,Al Salam Building
"1,200,000",2 beds,2 baths,"1,370 sqft", UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Ready,Q4 2029,Al Salam Building
"950,000",Studio,1 bath,420 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2029,Aykon City
"1,550,000",2 beds,3 baths,"1,122 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Havelock Heights
"1,085,000",1 bed,1 bath,808 sqft, UAE, Dubai, Majan,Apartment,Sale,Unfurnished,Ready,Q3 2026,Paradise View 1
"2,450,000",1 bed,2 baths,774 sqft, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q3 2026,Vida Residence Downtown
"1,786,888",2 beds,3 baths,"1,527 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,The Community - Sports Arena
"5,875,000",1 bed,2 baths,"1,118 sqft", UAE, Dubai, Bluewaters Island,Apartment,Sale,Furnished,Ready,Q4 2027,The Community - Sports Arena
"4,793,741",2 beds,3 baths,"1,385 sqft", UAE, Dubai,Al Wasl,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Eden House The Park Building A
"2,399,777",3 beds,4 baths,"1,750 sqft", UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Evora Residence
"1,864,777",2 beds,3 baths,"1,323 sqft", UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Evora Residence
"2,450,000",2 beds,4 baths,"1,362 sqft", UAE, Dubai, DIFC,Apartment,Sale,Unfurnished,Ready,Q3 2026,Evora Residence
"1,450,000",2 beds,3 baths,996 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q3 2026,Evora Residence
"5,100,000",2 beds,3 baths,"1,743 sqft", UAE, Dubai, DIFC,Apartment,Sale,Furnished,Ready,Q3 2026,Index Tower
"2,000,000",1 bed,2 baths,987 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q3 2026,Ahad Residences
"925,000",Studio,1 bath,885 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q3 2026,Park Central
"1,900,000",2 beds,2 baths,"1,419 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q3 2026,The Cosmopolitan (Damac Maison)
"877,421",1 bed,2 baths,"1,032 sqft", UAE, Dubai, Al Quoz,Apartment,Sale,Unfurnished,Ready,Q3 2026,The Cosmopolitan (Damac Maison)
"1,570,000",1 bed,2 baths,615 sqft, UAE, Dubai, Meydan City,Apartment,Sale,Unfurnished,Off-Plan,Q1 2025,Azizi Riviera 59 
"1,499,000",1 bed,1 bath,914 sqft, UAE, Dubai, Dubailand,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Pine
"1,260,000",1 bed,2 baths,864 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2028,Pine
"1,572,000",2 beds,3 baths,"1,606 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts
"1,099,888",Studio,1 bath,389 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q3 2024,Peninsula Two
"3,700,000",4 beds,5 baths,"2,687 sqft", UAE, Dubai, Arabian Ranches 3,Villa,Sale,Unfurnished,Off-Plan,Q2 2026,Raya
"6,500,000",2 beds,3 baths,"1,648 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2026,Opera Grand
"1,300,000",1 bed,2 baths,827 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2026,Opera Grand
"1,132,777",1 bed,1 bath,731 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Bond Enclave
"2,800,000",2 beds,3 baths,"1,065 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Aeternitas Tower
"1,562,000",2 beds,3 baths,"1,606 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts
"7,500,000",6 beds,7 baths,"8,766 sqft", UAE, Dubai, DAMAC Lagoons,Villa,Sale,Furnished,Off-Plan,Q3 2025,Venice
"4,200,000",5 beds,5 baths,"2,404 sqft", UAE, Dubai, DAMAC Lagoons,Villa,Sale,Unfurnished,Off-Plan,Q4 2025,Mykonos
"1,159,000",1 bed,2 baths,984 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts
"1,550,000",2 beds,2 baths,"1,612 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Ready,Q2 2028,Samana Resorts
"14,500,000",4 beds,4 baths,"4,170 sqft", UAE, Dubai, The Meadows,Villa,Sale,Unfurnished,Ready,Q2 2028,The Meadows 5
"1,459,644",1 bed,2 baths,893 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2027,Electra
"1,842,888",2 beds,3 baths,"1,498 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,The Community - Sports Arena
"2,400,000",1 bed,1 bath,"1,121 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2027,SLS Dubai Hotel & Residences
"850,000",1 bed,1 bath,490 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Binghatti Tulip
"9,950,000",5 beds,6 baths,"3,920 sqft", UAE, Dubai, Dubai Marina,Penthouse,Sale,Furnished,Ready,Q4 2024,Botanica Tower
"1,750,000",1 bed,2 baths,715 sqft, UAE, Dubai, Bukadra,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent
"2,050,000",1 bed,1 bath,767 sqft, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2027,330 Riverside Crescent
"981,498",Studio,1 bath,424 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Dusk by Binghatti
"1,534,044",2 beds,2 baths,"1,262 sqft", UAE, Dubai, Majan,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Jade Tower
"510,000",Studio,1 bath,527 sqft, UAE, Dubai, Discovery Gardens,Apartment,Sale,Unfurnished,Ready,Q1 2027,Jade Tower
"1,780,000",3 beds,4 baths,"2,013 sqft", UAE, Dubai, International City,Townhouse,Sale,Unfurnished,Ready,Q1 2027,Jade Tower
"1,150,000",2 beds,3 baths,"1,114 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q1 2027,Jade Tower
"2,190,000",2 beds,3 baths,"1,068 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q1 2027,DAMAC Maison Majestine
"2,600,000",1 bed,1 bath,762 sqft, UAE, Dubai, Za'abeel,Apartment,Sale,Unfurnished,Off-Plan,Q3 2029,Address Residences Zabeel Tower 2
"2,308,000",1 bed,2 baths,749 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"1,450,000",Studio,1 bath,405 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"1,573,000",Studio,1 bath,446 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"1,517,000",Studio,1 bath,405 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"2,306,000",1 bed,2 baths,745 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"26,200,000",5 beds,6 baths,"9,918 sqft", UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Unfurnished,Off-Plan,Q1 2025,Elysian Mansions
"3,120,000",2 beds,3 baths,"1,695 sqft", UAE, Dubai, The Springs,Villa,Sale,Unfurnished,Ready,Q1 2025,The Springs 4
"30,000,000",9 beds,11 baths,"15,000 sqft", UAE, Dubai, Al Barsha,Villa,Sale,Unfurnished,Ready,Q1 2025,Al Barsha 2
"4,188,800",1 bed,2 baths,"1,168 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3
"1,150,000",1 bed,2 baths,953 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2026,Palm Beach Towers 3
"5,350,000",2 beds,3 baths,"1,716 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q4 2026,Burj Khalifa
"7,800,000",6 beds,7 baths,"4,844 sqft", UAE, Dubai, DAMAC Lagoons,Villa,Sale,Unfurnished,Off-Plan,Q3 2025,Venice
"2,290,000",1 bed,2 baths,750 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"1,860,000",3 beds,4 baths,"1,575 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q3 2027,Legado by Prescott
"3,110,888",2 beds,2 baths,"1,295 sqft", UAE, Dubai, Mina Rashid,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Marina Place 2
"3,565,500",2 beds,3 baths,"1,935 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Sobha Crest Grande
"3,250,000",2 beds,2 baths,"1,095 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Furnished,Ready,Q2 2026,Palace Residences
"6,900,000",1 bed,2 baths,856 sqft, UAE, Dubai, Za'abeel,Apartment,Sale,Furnished,Ready,Q2 2026,Palace Residences
"680,000",Studio,1 bath,415 sqft, UAE, Dubai,Jumeirah Lake Towers (JLT),Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Golf Views Seven City
"933,529",Studio,1 bath,440 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2028,One Sky Park by IMAN
"2,500,000",1 bed,2 baths,736 sqft, UAE, Dubai, Za'abeel,Apartment,Sale,Furnished,Off-Plan,Q3 2029,Address Residences Zabeel Tower 3
"620,000",Studio,1 bath,423 sqft, UAE, Dubai, Arjan,Apartment,Sale,Furnished,Ready,Q3 2029,Jewelz by Danube
"1,900,000",4 beds,5 baths,"2,780 sqft", UAE, Dubai, Dubai Investment Park (DIP),Villa,Sale,Unfurnished,Off-Plan,Q4 2025,Verdana
"850,000",Studio,1 bath,414 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2025,Verdana
"1,050,000",1 bed,2 baths,689 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Ready,Q4 2025,Verdana
"6,862,888",4 beds,7 baths,"5,581 sqft", UAE, Dubai, The Valley by Emaar,Villa,Sale,Unfurnished,Off-Plan,Q4 2028,Farm Grove
"850,000",1 bed,2 baths,539 sqft, UAE, Dubai, Barsha Heights (Tecom),Apartment,Sale,Furnished,Ready,Q4 2028,First Central Hotel Suites
"2,037,888",1 bed,2 baths,758 sqft, UAE, Dubai,Dubai Marina,Apartment,Sale,Furnished,Off-Plan,Q4 2027,Vanguard by Frank Muller
"1,150,000",1 bed,2 baths,953 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2027,Vanguard by Frank Muller
"5,350,000",2 beds,3 baths,"1,716 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q4 2027,Burj Khalifa
"2,500,000",1 bed,2 baths,736 sqft, UAE, Dubai, Za'abeel,Apartment,Sale,Furnished,Off-Plan,Q3 2029,Address Residences Zabeel Tower 3
"620,000",Studio,1 bath,423 sqft, UAE, Dubai, Arjan,Apartment,Sale,Furnished,Ready,Q3 2029,Jewelz by Danube
"5,300,000",4 beds,4 baths,"2,634 sqft", UAE, Dubai, Dubailand,Villa,Sale,Unfurnished,Ready,Q3 2029,Cherrywoods
"670,000",Studio,1 bath,335 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q3 2025,Dusit Princess Rijas
"1,500,000",1 bed,1 bath,766 sqft, UAE, Dubai, City of Arabia,Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,MAG 330
"2,050,000",2 beds,2 baths,"1,425 sqft", UAE, Dubai, Living Legends,Townhouse,Sale,Unfurnished,Ready,Q1 2026,Maya Townhouses
"2,550,000",1 bed,2 baths,"1,157 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q1 2026,Maya Townhouses
"2,990,000",2 beds,2 baths,"1,218 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"3,100,000",3 beds,3 baths,"1,611 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Ready,Q4 2029,Bayz 102 by Danube
"1,899,999",2 beds,1 bath,747 sqft, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Furnished,Ready,Q4 2029,Golfville
"7,800,000",6 beds,7 baths,"4,844 sqft", UAE, Dubai, DAMAC Lagoons,Villa,Sale,Unfurnished,Off-Plan,Q3 2025,Venice
"1,700,000",1 bed,1 bath,573 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,The EDGE Tower A
"799,000",Studio,1 bath,415 sqft, UAE, Dubai,Jumeirah Lake Towers (JLT),Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Golf Views Seven City
"5,100,000",4 beds,5 baths,"4,218 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Townhouse,Sale,Unfurnished,Ready,Q4 2025,Golf Views Seven City
"1,000,000",1 bed,2 baths,647 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q4 2025,Golf Views Seven City
"2,500,000",2 beds,3 baths,"1,300 sqft", UAE, Dubai, Barsha Heights (Tecom),Apartment,Sale,Furnished,Ready,Q4 2025,Madison Residency
"1,786,888",2 beds,3 baths,"1,527 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,The Community - Sports Arena
"5,875,000",1 bed,2 baths,"1,118 sqft", UAE, Dubai, Bluewaters Island,Apartment,Sale,Furnished,Ready,Q4 2027,The Community - Sports Arena
"1,570,000",1 bed,2 baths,615 sqft, UAE, Dubai, Meydan City,Apartment,Sale,Unfurnished,Off-Plan,Q1 2025,Azizi Riviera 59 
"7,500,000",6 beds,7 baths,"8,766 sqft", UAE, Dubai, DAMAC Lagoons,Villa,Sale,Furnished,Off-Plan,Q3 2025,Venice
"1,842,888",2 beds,3 baths,"1,498 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,The Community - Sports Arena
"2,290,000",1 bed,2 baths,750 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"2,400,000",1 bed,1 bath,"1,121 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2029,SLS Dubai Hotel & Residences
"850,000",1 bed,1 bath,490 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Binghatti Tulip
"9,950,000",5 beds,6 baths,"3,920 sqft", UAE, Dubai, Dubai Marina,Penthouse,Sale,Furnished,Ready,Q4 2024,Botanica Tower
"1,750,000",1 bed,2 baths,715 sqft, UAE, Dubai, Bukadra,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent
"2,050,000",1 bed,1 bath,767 sqft, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2027,330 Riverside Crescent
"1,860,000",3 beds,4 baths,"1,575 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q3 2027,Legado by Prescott
"3,110,888",2 beds,2 baths,"1,295 sqft", UAE, Dubai, Mina Rashid,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Marina Place 2
"3,565,500",2 beds,3 baths,"1,935 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Sobha Crest Grande
"6,900,000",1 bed,2 baths,856 sqft, UAE, Dubai, Za'abeel,Apartment,Sale,Furnished,Ready,Q2 2026,Sobha Crest Grande
"680,000",Studio,1 bath,415 sqft, UAE, Dubai,Jumeirah Lake Towers (JLT),Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Golf Views Seven City
"933,529",Studio,1 bath,440 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2028,One Sky Park by IMAN
"710,000",Studio,1 bath,340 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Binghatti Azure
"995,000",1 bed,1 bath,685 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2024,Binghatti Azure
"5,700,000",2 beds,3 baths,"1,317 sqft", UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Ready,Q4 2024,Binghatti Azure
"630,000",Studio,1 bath,400 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Ready,Q4 2024,Beverly Boulevard
"975,643",Studio,1 bath,536 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q3 2025,Dusit Princess Rijas
"1,080,000",1 bed,1 bath,490 sqft, UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Ready,Q3 2025,Dusit Princess Rijas
"505,000",Studio,1 bath,338 sqft, UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Ready,Q3 2025,Hera Tower
"18,000,000",5 beds,6 baths,"8,155 sqft", UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Unfurnished,Off-Plan,Q3 2026,Alaya
"10,000,000",5 beds,6 baths,"4,477 sqft", UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Unfurnished,Ready,Q3 2026,Alaya
"1,150,000",Studio,1 bath,450 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q3 2025,Chic Tower
"2,800,000",2 beds,2 baths,"1,308 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,Royal Regency
"11,000,000",4 beds,5 baths,"5,861 sqft", UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Unfurnished,Off-Plan,Q3 2026,Alaya
"47,999,999",6 beds,6 baths,"13,692 sqft", UAE, Dubai, Dubai Hills Estate,Villa,Sale,Unfurnished,Off-Plan,Q4 2024,Majestic Vistas
"8,749,999",3 beds,4 baths,"2,018 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q4 2024,Majestic Vistas
"11,500,000",4 beds,5 baths,"5,992 sqft", UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Unfurnished,Off-Plan,Q3 2026,Alaya
"820,000",1 bed,2 baths,806 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Apartment,Sale,Unfurnished,Ready,Q3 2026,Axis Silver 1
"860,000",Studio,1 bath,527 sqft, UAE, Dubai, Dubai Land Residence Complex,Apartment,Sale,Furnished,Off-Plan,Q3 2027,Samana Park Meadows
"2,200,000",1 bed,2 baths,889 sqft, UAE, Dubai, Sobha Hartland,Apartment,Sale,Furnished,Ready,Q3 2027,Samana Park Meadows
"9,950,000",5 beds,6 baths,"3,920 sqft", UAE, Dubai, Dubai Marina,Penthouse,Sale,Furnished,Ready,Q3 2027,Botanica Tower
"1,750,000",1 bed,2 baths,715 sqft, UAE, Dubai, Bukadra,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent
"925,000",Studio,1 bath,885 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q2 2027,Park Central
"1,900,000",2 beds,2 baths,"1,419 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q2 2027,The Cosmopolitan (Damac Maison)
"877,421",1 bed,2 baths,"1,032 sqft", UAE, Dubai, Al Quoz,Apartment,Sale,Unfurnished,Ready,Q2 2027,The Cosmopolitan (Damac Maison)
"1,499,000",1 bed,1 bath,914 sqft, UAE, Dubai, Dubailand,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Pine
"1,260,000",1 bed,2 baths,864 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2028,Pine
"1,572,000",2 beds,3 baths,"1,606 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts
"1,099,888",Studio,1 bath,389 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q3 2024,Peninsula Two
"3,700,000",4 beds,5 baths,"2,687 sqft", UAE, Dubai, Arabian Ranches 3,Villa,Sale,Unfurnished,Off-Plan,Q2 2026,Raya
"6,500,000",2 beds,3 baths,"1,648 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2026,Opera Grand
"1,300,000",1 bed,2 baths,827 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2026,Opera Grand
"2,050,000",1 bed,1 bath,767 sqft, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2026,Opera Grand
"1,132,777",1 bed,1 bath,731 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Bond Enclave
"2,800,000",2 beds,3 baths,"1,065 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Aeternitas Tower
"1,562,000",2 beds,3 baths,"1,606 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts
"4,200,000",5 beds,5 baths,"2,404 sqft", UAE, Dubai, DAMAC Lagoons,Villa,Sale,Unfurnished,Off-Plan,Q4 2025,Mykonos
"1,159,000",1 bed,2 baths,984 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts
"1,550,000",2 beds,2 baths,"1,612 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Ready,Q2 2028,Samana Resorts
"14,500,000",4 beds,4 baths,"4,170 sqft", UAE, Dubai, The Meadows,Villa,Sale,Unfurnished,Ready,Q2 2028,The Meadows 5
"1,459,644",1 bed,2 baths,893 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2027,Electra
"1,600,000",3 beds,4 baths,"1,979 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Townhouse,Sale,Unfurnished,Ready,Q2 2027,Victoria
"860,000",1 bed,1 bath,627 sqft, UAE, Dubai, Dubai Sports City,Apartment,Sale,Furnished,Ready,Q2 2027,Hera Tower
"4,793,741",2 beds,3 baths,"1,385 sqft", UAE, Dubai,Al Wasl,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Eden House The Park Building A
"1,150,000",1 bed,1 bath,785 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q1 2027,The Cosmopolitan (Damac Maison)
"620,000",Studio,1 bath,524 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Ready,Q1 2027,The Cosmopolitan (Damac Maison)
"4,200,000",1 bed,2 baths,839 sqft, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q1 2027,The Cosmopolitan (Damac Maison)
"600,000",1 bed,1 bath,478 sqft, UAE, Dubai, Dubai South,Apartment,Sale,Unfurnished,Ready,Q1 2027,The Cosmopolitan (Damac Maison)
"901,968",1 bed,2 baths,752 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q1 2027,The Cosmopolitan (Damac Maison)
"2,399,777",3 beds,4 baths,"1,750 sqft", UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Evora Residence
"1,864,777",2 beds,3 baths,"1,323 sqft", UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Evora Residence
"2,450,000",2 beds,4 baths,"1,362 sqft", UAE, Dubai, DIFC,Apartment,Sale,Unfurnished,Ready,Q3 2026,Evora Residence
"1,450,000",2 beds,3 baths,996 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q3 2026,Evora Residence
"5,100,000",2 beds,3 baths,"1,743 sqft", UAE, Dubai, DIFC,Apartment,Sale,Furnished,Ready,Q3 2026,Index Tower
"2,000,000",1 bed,2 baths,987 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q3 2026,Ahad Residences
"7,800,000",6 beds,7 baths,"4,844 sqft", UAE, Dubai, DAMAC Lagoons,Villa,Sale,Unfurnished,Off-Plan,Q3 2025,Venice
"2,290,000",1 bed,2 baths,750 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"5,300,000",4 beds,4 baths,"2,634 sqft", UAE, Dubai, Dubailand,Villa,Sale,Unfurnished,Ready,Q4 2029,Cherrywoods
"670,000",Studio,1 bath,335 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q3 2025,Dusit Princess Rijas
"1,500,000",1 bed,1 bath,766 sqft, UAE, Dubai, City of Arabia,Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,MAG 330
"2,050,000",2 beds,2 baths,"1,425 sqft", UAE, Dubai, Living Legends,Townhouse,Sale,Unfurnished,Ready,Q1 2026,Maya Townhouses
"2,550,000",1 bed,2 baths,"1,157 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q1 2026,Maya Townhouses
"2,990,000",2 beds,2 baths,"1,218 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
